product,country,market_year,metric,value
大豆,Uganda,2009/10,consumption,0.175
大豆,United Arab Emirates,2009/10,consumption,0.051
大豆,Uzbekistan,2009/10,consumption,0.008
大豆,Zambia,2009/10,consumption,0.109
大豆,Zimbabwe,2009/10,consumption,0.07
大豆,阿根廷,2009/10,exports,13.088
大豆,埃及,2009/10,exports,0.001
大豆,巴基斯坦,2009/10,exports,0
大豆,巴拉圭,2009/10,exports,4.659
大豆,巴西,2009/10,exports,28.578
大豆,玻利维亚,2009/10,exports,0.05
大豆,俄罗斯,2009/10,exports,0
大豆,菲律宾,2009/10,exports,0
大豆,哥伦比亚,2009/10,exports,0
大豆,韩国,2009/10,exports,0
大豆,加拿大,2009/10,exports,2.247
大豆,马来西亚,2009/10,exports,0.022
大豆,美国,2009/10,exports,40.798
大豆,孟加拉国,2009/10,exports,0
大豆,秘鲁,2009/10,exports,0
大豆,摩洛哥,2009/10,exports,0
大豆,墨西哥,2009/10,exports,0
大豆,南非,2009/10,exports,0.124
大豆,欧盟,2009/10,exports,0.06
大豆,日本,2009/10,exports,0
大豆,沙特阿拉伯,2009/10,exports,0
大豆,泰国,2009/10,exports,0.001
大豆,突尼斯,2009/10,exports,0
大豆,土耳其,2009/10,exports,0
大豆,委内瑞拉,2009/10,exports,0
大豆,乌克兰,2009/10,exports,0.263
大豆,乌拉圭,2009/10,exports,1.974
大豆,伊朗,2009/10,exports,0.001
大豆,印度,2009/10,exports,0.015
大豆,印度尼西亚,2009/10,exports,0
大豆,越南,2009/10,exports,0.007
大豆,智利,2009/10,exports,0.013
大豆,中国,2009/10,exports,0.184
大豆,中国台湾,2009/10,exports,0
大豆,Australia,2009/10,exports,0.002
大豆,Barbados,2009/10,exports,0
大豆,Bosnia and Herzegovina,2009/10,exports,0
大豆,Burma,2009/10,exports,0.001
大豆,Costa Rica,2009/10,exports,0
大豆,Cuba,2009/10,exports,0
大豆,Ecuador,2009/10,exports,0
大豆,Ethiopia,2009/10,exports,0
大豆,Guatemala,2009/10,exports,0
大豆,Israel,2009/10,exports,0
大豆,Kazakhstan,2009/10,exports,0.006
大豆,"Korea, North",2009/10,exports,0
大豆,Nicaragua,2009/10,exports,0
大豆,Nigeria,2009/10,exports,0
大豆,Norway,2009/10,exports,0
大豆,Panama,2009/10,exports,0
大豆,Serbia,2009/10,exports,0.005
大豆,Singapore,2009/10,exports,0.001
大豆,Switzerland,2009/10,exports,0
大豆,Syria,2009/10,exports,0
大豆,Trinidad and Tobago,2009/10,exports,0
大豆,Uganda,2009/10,exports,0.005
大豆,United Arab Emirates,2009/10,exports,0
大豆,Uzbekistan,2009/10,exports,0
大豆,Zambia,2009/10,exports,0
大豆,Zimbabwe,2009/10,exports,0
大豆,阿根廷,2009/10,imports,0.001
大豆,埃及,2009/10,imports,1.638
大豆,巴基斯坦,2009/10,imports,0
大豆,巴拉圭,2009/10,imports,0.02
大豆,巴西,2009/10,imports,0.174
大豆,玻利维亚,2009/10,imports,0.005
大豆,俄罗斯,2009/10,imports,1.037
大豆,菲律宾,2009/10,imports,0.084
大豆,哥伦比亚,2009/10,imports,0.348
大豆,韩国,2009/10,imports,1.197
大豆,加拿大,2009/10,imports,0.375
大豆,马来西亚,2009/10,imports,0.584
大豆,美国,2009/10,imports,0.397
大豆,孟加拉国,2009/10,imports,0.104
大豆,秘鲁,2009/10,imports,0.1
大豆,摩洛哥,2009/10,imports,0.187
大豆,墨西哥,2009/10,imports,3.523
大豆,南非,2009/10,imports,0.001
大豆,欧盟,2009/10,imports,12.683
大豆,日本,2009/10,imports,3.401
大豆,沙特阿拉伯,2009/10,imports,0.362
大豆,泰国,2009/10,imports,1.66
大豆,突尼斯,2009/10,imports,0.313
大豆,土耳其,2009/10,imports,1.648
大豆,委内瑞拉,2009/10,imports,0.102
大豆,乌克兰,2009/10,imports,0.001
大豆,乌拉圭,2009/10,imports,0.046
大豆,伊朗,2009/10,imports,1.013
大豆,印度,2009/10,imports,0
大豆,印度尼西亚,2009/10,imports,1.62
大豆,越南,2009/10,imports,0.231
大豆,智利,2009/10,imports,0.031
大豆,中国,2009/10,imports,50.338
大豆,中国台湾,2009/10,imports,2.469
大豆,Australia,2009/10,imports,0.001
大豆,Barbados,2009/10,imports,0.022
大豆,Bosnia and Herzegovina,2009/10,imports,0.027
大豆,Burma,2009/10,imports,0
大豆,Costa Rica,2009/10,imports,0.244
大豆,Cuba,2009/10,imports,0.126
大豆,Ecuador,2009/10,imports,0
大豆,Ethiopia,2009/10,imports,0
大豆,Guatemala,2009/10,imports,0
大豆,Israel,2009/10,imports,0.321
大豆,Kazakhstan,2009/10,imports,0
大豆,"Korea, North",2009/10,imports,0.024
大豆,Nicaragua,2009/10,imports,0
大豆,Nigeria,2009/10,imports,0
大豆,Norway,2009/10,imports,0.409
大豆,Panama,2009/10,imports,0.007
大豆,Serbia,2009/10,imports,0.046
大豆,Singapore,2009/10,imports,0.02
大豆,Switzerland,2009/10,imports,0.024
大豆,Syria,2009/10,imports,0.54
大豆,Trinidad and Tobago,2009/10,imports,0
大豆,Uganda,2009/10,imports,0
大豆,United Arab Emirates,2009/10,imports,0
大豆,Uzbekistan,2009/10,imports,0.008
大豆,Zambia,2009/10,imports,0
大豆,Zimbabwe,2009/10,imports,0
大豆,阿根廷,2009/10,production,54.5
大豆,埃及,2009/10,production,0.026
大豆,巴基斯坦,2009/10,production,0.001
大豆,巴拉圭,2009/10,production,6.462
大豆,巴西,2009/10,production,69
大豆,玻利维亚,2009/10,production,1.934
大豆,俄罗斯,2009/10,production,0.873
大豆,菲律宾,2009/10,production,0.001
大豆,哥伦比亚,2009/10,production,0.065
大豆,韩国,2009/10,production,0.139
大豆,加拿大,2009/10,production,3.581
大豆,马来西亚,2009/10,production,0
大豆,美国,2009/10,production,91.47
大豆,孟加拉国,2009/10,production,0
大豆,秘鲁,2009/10,production,0.003
大豆,摩洛哥,2009/10,production,0
大豆,墨西哥,2009/10,production,0.121
大豆,南非,2009/10,production,0.566
大豆,欧盟,2009/10,production,0.951
大豆,日本,2009/10,production,0.23
大豆,沙特阿拉伯,2009/10,production,0
大豆,泰国,2009/10,production,0.17
大豆,突尼斯,2009/10,production,0
大豆,土耳其,2009/10,production,0.04
大豆,委内瑞拉,2009/10,production,0.054
大豆,乌克兰,2009/10,production,1.044
大豆,乌拉圭,2009/10,production,1.925
大豆,伊朗,2009/10,production,0.172
大豆,印度,2009/10,production,9.7
大豆,印度尼西亚,2009/10,production,0.7
大豆,越南,2009/10,production,0.214
大豆,智利,2009/10,production,0
大豆,中国,2009/10,production,15.224
大豆,中国台湾,2009/10,production,0
大豆,Australia,2009/10,production,0.06
大豆,Barbados,2009/10,production,0
大豆,Bosnia and Herzegovina,2009/10,production,0.008
大豆,Burma,2009/10,production,0.24
大豆,Costa Rica,2009/10,production,0
大豆,Cuba,2009/10,production,0
大豆,Ecuador,2009/10,production,0.07
大豆,Ethiopia,2009/10,production,0.008
大豆,Guatemala,2009/10,production,0.036
大豆,Israel,2009/10,production,0
大豆,Kazakhstan,2009/10,production,0.094
大豆,"Korea, North",2009/10,production,0.15
大豆,Nicaragua,2009/10,production,0.003
大豆,Nigeria,2009/10,production,0.427
大豆,Norway,2009/10,production,0
大豆,Panama,2009/10,production,0
大豆,Serbia,2009/10,production,0.35
大豆,Singapore,2009/10,production,0
大豆,Switzerland,2009/10,production,0.003
大豆,Syria,2009/10,production,0.002
大豆,Trinidad and Tobago,2009/10,production,0
大豆,Uganda,2009/10,production,0.18
大豆,United Arab Emirates,2009/10,production,0
大豆,Uzbekistan,2009/10,production,0
大豆,Zambia,2009/10,production,0.119
大豆,Zimbabwe,2009/10,production,0.07
大豆,阿根廷,2010/11,consumption,39.994
大豆,埃及,2010/11,consumption,1.682
大豆,巴基斯坦,2010/11,consumption,0.011
大豆,巴拉圭,2010/11,consumption,1.75
大豆,巴西,2010/11,consumption,38.73
大豆,玻利维亚,2010/11,consumption,2.178
大豆,俄罗斯,2010/11,consumption,2.13
大豆,菲律宾,2010/11,consumption,0.075
大豆,哥伦比亚,2010/11,consumption,0.372
大豆,韩国,2010/11,consumption,1.329
大豆,加拿大,2010/11,consumption,1.76
大豆,马来西亚,2010/11,consumption,0.565
大豆,美国,2010/11,consumption,48.351
大豆,孟加拉国,2010/11,consumption,0.163
大豆,秘鲁,2010/11,consumption,0.082
大豆,摩洛哥,2010/11,consumption,0.1
大豆,墨西哥,2010/11,consumption,3.66
大豆,南非,2010/11,consumption,0.455
大豆,欧盟,2010/11,consumption,13.29
大豆,日本,2010/11,consumption,3.199
大豆,沙特阿拉伯,2010/11,consumption,0.51
大豆,泰国,2010/11,consumption,2.098
大豆,突尼斯,2010/11,consumption,0.419
大豆,土耳其,2010/11,consumption,1.48
大豆,委内瑞拉,2010/11,consumption,0.232
大豆,乌克兰,2010/11,consumption,0.74
大豆,乌拉圭,2010/11,consumption,0.115
大豆,伊朗,2010/11,consumption,1.085
大豆,印度,2010/11,consumption,10.53
大豆,印度尼西亚,2010/11,consumption,2.55
大豆,越南,2010/11,consumption,1.04
大豆,智利,2010/11,consumption,0.12
大豆,中国,2010/11,consumption,66
大豆,中国台湾,2010/11,consumption,2.425
大豆,Australia,2010/11,consumption,0.029
大豆,Barbados,2010/11,consumption,0.015
大豆,Bosnia and Herzegovina,2010/11,consumption,0.035
大豆,Burma,2010/11,consumption,0.254
大豆,Costa Rica,2010/11,consumption,0.245
大豆,Cuba,2010/11,consumption,0.132
大豆,Ecuador,2010/11,consumption,0.07
大豆,Ethiopia,2010/11,consumption,0.015
大豆,Ghana,2010/11,consumption,0.127
大豆,Guatemala,2010/11,consumption,0.042
大豆,Israel,2010/11,consumption,0.373
大豆,Kazakhstan,2010/11,consumption,0.106
大豆,"Korea, North",2010/11,consumption,0.18
大豆,Nicaragua,2010/11,consumption,0.003
大豆,Nigeria,2010/11,consumption,0.42
大豆,Norway,2010/11,consumption,0.42
大豆,Panama,2010/11,consumption,0.006
大豆,Serbia,2010/11,consumption,0.32
大豆,Singapore,2010/11,consumption,0.019
大豆,Switzerland,2010/11,consumption,0.026
大豆,Syria,2010/11,consumption,0.307
大豆,Trinidad and Tobago,2010/11,consumption,0
大豆,Uganda,2010/11,consumption,0.176
大豆,United Arab Emirates,2010/11,consumption,0.001
大豆,Uzbekistan,2010/11,consumption,0.01
大豆,Zambia,2010/11,consumption,0.122
大豆,Zimbabwe,2010/11,consumption,0.084
大豆,阿根廷,2010/11,exports,9.206
大豆,埃及,2010/11,exports,0
大豆,巴基斯坦,2010/11,exports,0
大豆,巴拉圭,2010/11,exports,5.094
大豆,巴西,2010/11,exports,29.951
大豆,玻利维亚,2010/11,exports,0.024
大豆,俄罗斯,2010/11,exports,0.001
大豆,菲律宾,2010/11,exports,0
大豆,哥伦比亚,2010/11,exports,0
大豆,韩国,2010/11,exports,0
大豆,加拿大,2010/11,exports,2.943
大豆,马来西亚,2010/11,exports,0.025
大豆,美国,2010/11,exports,40.959
大豆,孟加拉国,2010/11,exports,0
大豆,秘鲁,2010/11,exports,0
大豆,摩洛哥,2010/11,exports,0
大豆,墨西哥,2010/11,exports,0
大豆,南非,2010/11,exports,0.05
大豆,欧盟,2010/11,exports,0.095
大豆,日本,2010/11,exports,0
大豆,沙特阿拉伯,2010/11,exports,0
大豆,泰国,2010/11,exports,0.003
大豆,突尼斯,2010/11,exports,0
大豆,土耳其,2010/11,exports,0
大豆,委内瑞拉,2010/11,exports,0
大豆,乌克兰,2010/11,exports,0.989
大豆,乌拉圭,2010/11,exports,1.697
大豆,伊朗,2010/11,exports,0.002
大豆,印度,2010/11,exports,0.018
大豆,印度尼西亚,2010/11,exports,0
大豆,越南,2010/11,exports,0
大豆,智利,2010/11,exports,0.011
大豆,中国,2010/11,exports,0.19
大豆,中国台湾,2010/11,exports,0
大豆,Australia,2010/11,exports,0.002
大豆,Barbados,2010/11,exports,0
大豆,Bosnia and Herzegovina,2010/11,exports,0.002
大豆,Burma,2010/11,exports,0
大豆,Costa Rica,2010/11,exports,0
大豆,Cuba,2010/11,exports,0
大豆,Ecuador,2010/11,exports,0
大豆,Ethiopia,2010/11,exports,0.001
大豆,Ghana,2010/11,exports,0
大豆,Guatemala,2010/11,exports,0
大豆,Israel,2010/11,exports,0
大豆,Kazakhstan,2010/11,exports,0.003
大豆,"Korea, North",2010/11,exports,0
大豆,Nicaragua,2010/11,exports,0
大豆,Nigeria,2010/11,exports,0
大豆,Norway,2010/11,exports,0
大豆,Panama,2010/11,exports,0
大豆,Serbia,2010/11,exports,0.082
大豆,Singapore,2010/11,exports,0
大豆,Switzerland,2010/11,exports,0
大豆,Syria,2010/11,exports,0
大豆,Trinidad and Tobago,2010/11,exports,0
大豆,Uganda,2010/11,exports,0.005
大豆,United Arab Emirates,2010/11,exports,0.001
大豆,Uzbekistan,2010/11,exports,0
大豆,Zambia,2010/11,exports,0
大豆,Zimbabwe,2010/11,exports,0
大豆,阿根廷,2010/11,imports,0.013
大豆,埃及,2010/11,imports,1.644
大豆,巴基斯坦,2010/11,imports,0.01
大豆,巴拉圭,2010/11,imports,0.021
大豆,巴西,2010/11,imports,0.037
大豆,玻利维亚,2010/11,imports,0.011
大豆,俄罗斯,2010/11,imports,1
大豆,菲律宾,2010/11,imports,0.085
大豆,哥伦比亚,2010/11,imports,0.308
大豆,韩国,2010/11,imports,1.239
大豆,加拿大,2010/11,imports,0.25
大豆,马来西亚,2010/11,imports,0.614
大豆,美国,2010/11,imports,0.393
大豆,孟加拉国,2010/11,imports,0.05
大豆,秘鲁,2010/11,imports,0.079
大豆,摩洛哥,2010/11,imports,0.095
大豆,墨西哥,2010/11,imports,3.498
大豆,南非,2010/11,imports,0.001
大豆,欧盟,2010/11,imports,12.472
大豆,日本,2010/11,imports,2.917
大豆,沙特阿拉伯,2010/11,imports,0.502
大豆,泰国,2010/11,imports,2.139
大豆,突尼斯,2010/11,imports,0.419
大豆,土耳其,2010/11,imports,1.351
大豆,委内瑞拉,2010/11,imports,0.197
大豆,乌克兰,2010/11,imports,0.002
大豆,乌拉圭,2010/11,imports,0.019
大豆,伊朗,2010/11,imports,0.93
大豆,印度,2010/11,imports,0
大豆,印度尼西亚,2010/11,imports,1.898
大豆,越南,2010/11,imports,0.932
大豆,智利,2010/11,imports,0.156
大豆,中国,2010/11,imports,52.339
大豆,中国台湾,2010/11,imports,2.454
大豆,Australia,2010/11,imports,0.001
大豆,Barbados,2010/11,imports,0.015
大豆,Bosnia and Herzegovina,2010/11,imports,0.053
大豆,Burma,2010/11,imports,0
大豆,Costa Rica,2010/11,imports,0.227
大豆,Cuba,2010/11,imports,0.132
大豆,Ecuador,2010/11,imports,0
大豆,Ethiopia,2010/11,imports,0
大豆,Ghana,2010/11,imports,0
大豆,Guatemala,2010/11,imports,0.014
大豆,Israel,2010/11,imports,0.384
大豆,Kazakhstan,2010/11,imports,0
大豆,"Korea, North",2010/11,imports,0.027
大豆,Nicaragua,2010/11,imports,0
大豆,Nigeria,2010/11,imports,0.004
大豆,Norway,2010/11,imports,0.42
大豆,Panama,2010/11,imports,0.005
大豆,Serbia,2010/11,imports,0.01
大豆,Singapore,2010/11,imports,0.019
大豆,Switzerland,2010/11,imports,0.023
大豆,Syria,2010/11,imports,0.305
大豆,Trinidad and Tobago,2010/11,imports,0
大豆,Uganda,2010/11,imports,0
大豆,United Arab Emirates,2010/11,imports,0.002
大豆,Uzbekistan,2010/11,imports,0.027
大豆,Zambia,2010/11,imports,0
大豆,Zimbabwe,2010/11,imports,0
大豆,阿根廷,2010/11,production,49
大豆,埃及,2010/11,production,0.043
大豆,巴基斯坦,2010/11,production,0.001
大豆,巴拉圭,2010/11,production,7.128
大豆,巴西,2010/11,production,75.3
大豆,玻利维亚,2010/11,production,2.32
大豆,俄罗斯,2010/11,production,1.133
大豆,菲律宾,2010/11,production,0.001
大豆,哥伦比亚,2010/11,production,0.064
大豆,韩国,2010/11,production,0.105
大豆,加拿大,2010/11,production,4.445
大豆,马来西亚,2010/11,production,0
大豆,美国,2010/11,production,90.663
大豆,孟加拉国,2010/11,production,0.096
大豆,秘鲁,2010/11,production,0.003
大豆,摩洛哥,2010/11,production,0
大豆,墨西哥,2010/11,production,0.168
大豆,南非,2010/11,production,0.71
大豆,欧盟,2010/11,production,1.198
大豆,日本,2010/11,production,0.223
大豆,沙特阿拉伯,2010/11,production,0
大豆,泰国,2010/11,production,0.18
大豆,突尼斯,2010/11,production,0
大豆,土耳其,2010/11,production,0.072
大豆,委内瑞拉,2010/11,production,0.052
大豆,乌克兰,2010/11,production,1.68
大豆,乌拉圭,2010/11,production,1.931
大豆,伊朗,2010/11,production,0.157
大豆,印度,2010/11,production,10.13
大豆,印度尼西亚,2010/11,production,0.65
大豆,越南,2010/11,production,0.254
大豆,智利,2010/11,production,0
大豆,中国,2010/11,production,15.41
大豆,中国台湾,2010/11,production,0
大豆,Australia,2010/11,production,0.03
大豆,Barbados,2010/11,production,0
大豆,Bosnia and Herzegovina,2010/11,production,0.008
大豆,Burma,2010/11,production,0.254
大豆,Costa Rica,2010/11,production,0
大豆,Cuba,2010/11,production,0
大豆,Ecuador,2010/11,production,0.07
大豆,Ethiopia,2010/11,production,0.016
大豆,Ghana,2010/11,production,0.146
大豆,Guatemala,2010/11,production,0.036
大豆,Israel,2010/11,production,0
大豆,Kazakhstan,2010/11,production,0.114
大豆,"Korea, North",2010/11,production,0.155
大豆,Nicaragua,2010/11,production,0.003
大豆,Nigeria,2010/11,production,0.365
大豆,Norway,2010/11,production,0
大豆,Panama,2010/11,production,0
大豆,Serbia,2010/11,production,0.35
大豆,Singapore,2010/11,production,0
大豆,Switzerland,2010/11,production,0.003
大豆,Syria,2010/11,production,0.002
大豆,Trinidad and Tobago,2010/11,production,0
大豆,Uganda,2010/11,production,0.181
大豆,United Arab Emirates,2010/11,production,0
大豆,Uzbekistan,2010/11,production,0
大豆,Zambia,2010/11,production,0.112
大豆,Zimbabwe,2010/11,production,0.084
大豆,阿根廷,2011/12,consumption,38.636
大豆,埃及,2011/12,consumption,1.662
大豆,巴基斯坦,2011/12,consumption,0.001
大豆,巴拉圭,2011/12,consumption,1
大豆,巴西,2011/12,consumption,40.483
大豆,玻利维亚,2011/12,consumption,2.205
大豆,俄罗斯,2011/12,consumption,2.23
大豆,菲律宾,2011/12,consumption,0.071
大豆,哥伦比亚,2011/12,consumption,0.33
大豆,韩国,2011/12,consumption,1.235
大豆,加拿大,2011/12,consumption,1.83
大豆,马来西亚,2011/12,consumption,0.569
大豆,美国,2011/12,consumption,48.786
大豆,孟加拉国,2011/12,consumption,0.333
大豆,秘鲁,2011/12,consumption,0.097
大豆,摩洛哥,2011/12,consumption,0.076
大豆,墨西哥,2011/12,consumption,3.71
大豆,南非,2011/12,consumption,0.626
大豆,欧盟,2011/12,consumption,12.58
大豆,日本,2011/12,consumption,2.991
大豆,沙特阿拉伯,2011/12,consumption,0.53
大豆,泰国,2011/12,consumption,2.145
大豆,突尼斯,2011/12,consumption,0.451
大豆,土耳其,2011/12,consumption,1.41
大豆,委内瑞拉,2011/12,consumption,0.202
大豆,乌克兰,2011/12,consumption,1.03
大豆,乌拉圭,2011/12,consumption,0.135
大豆,伊朗,2011/12,consumption,0.305
大豆,印度,2011/12,consumption,11.5
大豆,印度尼西亚,2011/12,consumption,2.558
大豆,越南,2011/12,consumption,1.55
大豆,智利,2011/12,consumption,0.048
大豆,中国,2011/12,consumption,72.3
大豆,中国台湾,2011/12,consumption,2.385
大豆,Australia,2011/12,consumption,0.083
大豆,Barbados,2011/12,consumption,0.021
大豆,Bosnia and Herzegovina,2011/12,consumption,0.035
大豆,Burma,2011/12,consumption,0.255
大豆,Costa Rica,2011/12,consumption,0.255
大豆,Cuba,2011/12,consumption,0.132
大豆,Ecuador,2011/12,consumption,0.071
大豆,Ethiopia,2011/12,consumption,0.031
大豆,Ghana,2011/12,consumption,0.157
大豆,Guatemala,2011/12,consumption,0.051
大豆,Israel,2011/12,consumption,0.283
大豆,Kazakhstan,2011/12,consumption,0.118
大豆,"Korea, North",2011/12,consumption,0.188
大豆,Nicaragua,2011/12,consumption,0.003
大豆,Nigeria,2011/12,consumption,0.499
大豆,Norway,2011/12,consumption,0.4
大豆,Panama,2011/12,consumption,0.003
大豆,Serbia,2011/12,consumption,0.38
大豆,Singapore,2011/12,consumption,0.018
大豆,Switzerland,2011/12,consumption,0.023
大豆,Syria,2011/12,consumption,0.08
大豆,Trinidad and Tobago,2011/12,consumption,0
大豆,Uganda,2011/12,consumption,0.027
大豆,United Arab Emirates,2011/12,consumption,0.142
大豆,Uzbekistan,2011/12,consumption,0.01
大豆,Zambia,2011/12,consumption,0.117
大豆,Zimbabwe,2011/12,consumption,0.054
大豆,阿根廷,2011/12,exports,7.368
大豆,埃及,2011/12,exports,0.001
大豆,巴基斯坦,2011/12,exports,0
大豆,巴拉圭,2011/12,exports,3.162
大豆,巴西,2011/12,exports,36.257
大豆,玻利维亚,2011/12,exports,0.322
大豆,俄罗斯,2011/12,exports,0.09
大豆,菲律宾,2011/12,exports,0
大豆,哥伦比亚,2011/12,exports,0
大豆,韩国,2011/12,exports,0
大豆,加拿大,2011/12,exports,2.933
大豆,马来西亚,2011/12,exports,0.029
大豆,美国,2011/12,exports,37.186
大豆,孟加拉国,2011/12,exports,0
大豆,秘鲁,2011/12,exports,0
大豆,摩洛哥,2011/12,exports,0
大豆,墨西哥,2011/12,exports,0
大豆,南非,2011/12,exports,0.155
大豆,欧盟,2011/12,exports,0.054
大豆,日本,2011/12,exports,0
大豆,沙特阿拉伯,2011/12,exports,0
大豆,泰国,2011/12,exports,0.002
大豆,突尼斯,2011/12,exports,0
大豆,土耳其,2011/12,exports,0.003
大豆,委内瑞拉,2011/12,exports,0
大豆,乌克兰,2011/12,exports,1.338
大豆,乌拉圭,2011/12,exports,2.562
大豆,伊朗,2011/12,exports,0.001
大豆,印度,2011/12,exports,0.039
大豆,印度尼西亚,2011/12,exports,0.001
大豆,越南,2011/12,exports,0
大豆,智利,2011/12,exports,0.006
大豆,中国,2011/12,exports,0.275
大豆,中国台湾,2011/12,exports,0
大豆,Australia,2011/12,exports,0.002
大豆,Barbados,2011/12,exports,0
大豆,Bosnia and Herzegovina,2011/12,exports,0
大豆,Burma,2011/12,exports,0
大豆,Costa Rica,2011/12,exports,0
大豆,Cuba,2011/12,exports,0
大豆,Ecuador,2011/12,exports,0
大豆,Ethiopia,2011/12,exports,0
大豆,Ghana,2011/12,exports,0
大豆,Guatemala,2011/12,exports,0
大豆,Israel,2011/12,exports,0
大豆,Kazakhstan,2011/12,exports,0.017
大豆,"Korea, North",2011/12,exports,0
大豆,Nicaragua,2011/12,exports,0
大豆,Nigeria,2011/12,exports,0
大豆,Norway,2011/12,exports,0
大豆,Panama,2011/12,exports,0
大豆,Serbia,2011/12,exports,0.017
大豆,Singapore,2011/12,exports,0.001
大豆,Switzerland,2011/12,exports,0
大豆,Syria,2011/12,exports,0
大豆,Trinidad and Tobago,2011/12,exports,0
大豆,Uganda,2011/12,exports,0.005
大豆,United Arab Emirates,2011/12,exports,0
大豆,Uzbekistan,2011/12,exports,0
大豆,Zambia,2011/12,exports,0
大豆,Zimbabwe,2011/12,exports,0
大豆,阿根廷,2011/12,imports,0
大豆,埃及,2011/12,imports,1.661
大豆,巴基斯坦,2011/12,imports,0
大豆,巴拉圭,2011/12,imports,0.019
大豆,巴西,2011/12,imports,0.128
大豆,玻利维亚,2011/12,imports,0.01
大豆,俄罗斯,2011/12,imports,0.741
大豆,菲律宾,2011/12,imports,0.051
大豆,哥伦比亚,2011/12,imports,0.258
大豆,韩国,2011/12,imports,1.139
大豆,加拿大,2011/12,imports,0.23
大豆,马来西亚,2011/12,imports,0.609
大豆,美国,2011/12,imports,0.439
大豆,孟加拉国,2011/12,imports,0.256
大豆,秘鲁,2011/12,imports,0.093
大豆,摩洛哥,2011/12,imports,0.076
大豆,墨西哥,2011/12,imports,3.606
大豆,南非,2011/12,imports,0.001
大豆,欧盟,2011/12,imports,12.07
大豆,日本,2011/12,imports,2.758
大豆,沙特阿拉伯,2011/12,imports,0.564
大豆,泰国,2011/12,imports,1.907
大豆,突尼斯,2011/12,imports,0.451
大豆,土耳其,2011/12,imports,1.057
大豆,委内瑞拉,2011/12,imports,0.146
大豆,乌克兰,2011/12,imports,0.001
大豆,乌拉圭,2011/12,imports,0.015
大豆,伊朗,2011/12,imports,0.182
大豆,印度,2011/12,imports,0.001
大豆,印度尼西亚,2011/12,imports,1.922
大豆,越南,2011/12,imports,1.29
大豆,智利,2011/12,imports,0.029
大豆,中国,2011/12,imports,59.231
大豆,中国台湾,2011/12,imports,2.285
大豆,Australia,2011/12,imports,0.001
大豆,Barbados,2011/12,imports,0.026
大豆,Bosnia and Herzegovina,2011/12,imports,0.022
大豆,Burma,2011/12,imports,0
大豆,Costa Rica,2011/12,imports,0.259
大豆,Cuba,2011/12,imports,0.134
大豆,Ecuador,2011/12,imports,0
大豆,Ethiopia,2011/12,imports,0
大豆,Ghana,2011/12,imports,0
大豆,Guatemala,2011/12,imports,0.014
大豆,Israel,2011/12,imports,0.268
大豆,Kazakhstan,2011/12,imports,0.001
大豆,"Korea, North",2011/12,imports,0.021
大豆,Nicaragua,2011/12,imports,0
大豆,Nigeria,2011/12,imports,0.005
大豆,Norway,2011/12,imports,0.398
大豆,Panama,2011/12,imports,0.003
大豆,Serbia,2011/12,imports,0.007
大豆,Singapore,2011/12,imports,0.019
大豆,Switzerland,2011/12,imports,0.02
大豆,Syria,2011/12,imports,0.078
大豆,Trinidad and Tobago,2011/12,imports,0
大豆,Uganda,2011/12,imports,0
大豆,United Arab Emirates,2011/12,imports,0.153
大豆,Uzbekistan,2011/12,imports,0.003
大豆,Zambia,2011/12,imports,0
大豆,Zimbabwe,2011/12,imports,0
大豆,阿根廷,2011/12,production,40.1
大豆,埃及,2011/12,production,0.03
大豆,巴基斯坦,2011/12,production,0.001
大豆,巴拉圭,2011/12,production,4.2
大豆,巴西,2011/12,production,66.5
大豆,玻利维亚,2011/12,production,2.429
大豆,俄罗斯,2011/12,production,1.641
大豆,菲律宾,2011/12,production,0.001
大豆,哥伦比亚,2011/12,production,0.06
大豆,韩国,2011/12,production,0.129
大豆,加拿大,2011/12,production,4.467
大豆,马来西亚,2011/12,production,0
大豆,美国,2011/12,production,84.291
大豆,孟加拉国,2011/12,production,0.105
大豆,秘鲁,2011/12,production,0.003
大豆,摩洛哥,2011/12,production,0
大豆,墨西哥,2011/12,production,0.205
大豆,南非,2011/12,production,0.65
大豆,欧盟,2011/12,production,1.221
大豆,日本,2011/12,production,0.219
大豆,沙特阿拉伯,2011/12,production,0
大豆,泰国,2011/12,production,0.109
大豆,突尼斯,2011/12,production,0
大豆,土耳其,2011/12,production,0.05
大豆,委内瑞拉,2011/12,production,0.05
大豆,乌克兰,2011/12,production,2.264
大豆,乌拉圭,2011/12,production,2.629
大豆,伊朗,2011/12,production,0.116
大豆,印度,2011/12,production,11.94
大豆,印度尼西亚,2011/12,production,0.62
大豆,越南,2011/12,production,0.175
大豆,智利,2011/12,production,0
大豆,中国,2011/12,production,14.879
大豆,中国台湾,2011/12,production,0
大豆,Australia,2011/12,production,0.086
大豆,Barbados,2011/12,production,0
大豆,Bosnia and Herzegovina,2011/12,production,0.007
大豆,Burma,2011/12,production,0.255
大豆,Costa Rica,2011/12,production,0
大豆,Cuba,2011/12,production,0
大豆,Ecuador,2011/12,production,0.07
大豆,Ethiopia,2011/12,production,0.036
大豆,Ghana,2011/12,production,0.165
大豆,Guatemala,2011/12,production,0.036
大豆,Israel,2011/12,production,0
大豆,Kazakhstan,2011/12,production,0.133
大豆,"Korea, North",2011/12,production,0.175
